text kotor,likeCount,Teks_Bersih,Yes,No,Compound,Sentiment
@ch_chotimah2 1 Lagi teroris di tangkap marah juga ?? kadrun titisan siluman kadal ??,0,chotimah lagi teroris di tangkap marah juga kadrun titisan siluman kadal,0.0,0.0,0.0,Yes
@jawapos Pasti perbuatan kadrun,0,pasti perbuatan kadrun,0.0,0.0,0.0,Yes
@AndiSinulingga Paham apa kau..udah tidur aja drun,0,paham apa kau udah tidur aja drun,0.0,0.0,0.0,Yes
"Kalo aku sampe kiamat juga ogah ikut milih, 
La mbok yg terpilih nanti cebong, kadrun, kadal buduk, monyet, babi, anjing skalipun gak ada ngaruhnya buat aku kok,",0,kalo aku sampe kiamat juga ogah ikut milih la mbok yg terpilih nanti cebong kadrun kadal buduk monyet babi anjing skalipun gak ada ngaruhnya buat aku kok,0.0,0.0,0.0,Yes
@msaid_didu @ReflyHZ gpp jokowi memang selalu klah disarang kadrun hahaha,0,didu gpp jokowi memang selalu klah disarang kadrun hahaha,0.0,0.0,0.5574,Yes
"@SutanPadoAlam @Uki23 Dari 2014-2019 bahasanya kadrun nggak berubah, "" TUHAN BERPIHAK PADA KEBENARAN""  tapi begitu tuhan berpihak kebenaran itu pada pak Jokowi klen ngamuk, klen benar benar aneh??",1,dari bahasanya kadrun nggak berubah tuhan berpihak pada kebenaran tapi begitu tuhan berpihak kebenaran itu pada pak jokowi klen ngamuk klen benar benar aneh,0.0,0.0,0.0,Yes
@Mdy_Asmara1701 ACARA MURAHAN pake di tawar2in utk ngumpulin massa..biar seolah2 dlm video ntar dibilang pendukung anus membanjiri kedatangangan si anus..padahal dijual murah disosmed..??????,0,asmara acara murahan pake di tawarin utk ngumpulin massa biar seolah dlm video ntar dibilang pendukung anus membanjiri kedatangangan si anus padahal dijual murah disosmed,0.0,0.0,0.0,Yes
"@YusraMahendra09 @Tan_Mar3M Kalo non kafir gak nyembah kotak kubus item, kadrun bisa ibadah menghadap kmn aja drun penyembah kotak kubus item?",0,marm kalo non kafir gak nyembah kotak kubus item kadrun bisa ibadah menghadap kmn aja drun penyembah kotak kubus item,0.0,0.0,0.0,Yes
"@Gus_Raharjo Logika kadrun, kawan maka dibilang kriminalisasi, lawan, trgakkan hukum ??",2,raharjo logika kadrun kawan maka dibilang kriminalisasi lawan trgakkan hukum,0.0,0.0,0.0,Yes
"@YusraMahendra09 @Tan_Mar3M Kadrun penyembah kotak kubus item, tetep aja gak puasa pas tanding kan drun? Mrk ga lagi perjalanan jauh dan gak sakit kan, non kafir penyembah kotak kubus item?",0,marm kadrun penyembah kotak kubus item tetep aja gak puasa pas tanding kan drun mrk ga lagi perjalanan jauh dan gak sakit kan non kafir penyembah kotak kubus item,0.0,0.0,0.0,Yes
@geloraco dari awal klw punya muka harus nya cabut.....??????,1,dari awal klw punya muka harus nya cabut,0.0,0.0,0.0,Yes
"@HelmiFelis_ Jadi kadrun itu pait idupnye
Seperti kerakap di atas batu
Hidup segan mati tak mau https://t.co/eE7fVprrB3",2,jadi kadrun itu pait idupnye seperti kerakap di atas batu hidup segan mati tak mau,0.0,0.0,0.0,Yes
@geloraco lebih seram lgi yg bkn muhrim nya di raba2...eh ulama nya gk ada tuh yg teriak...drun drun halal haram sikat....,2,lebih seram lgi yg bkn muhrim nya di raba eh ulama nya gk ada tuh yg teriak drun drun halal haram sikat,0.0,0.0,0.0,Yes
@Maudy_Kadrun Mau dong...pas hari hari ini bangeettt dinginnya????,0,kadrun mau dong pas hari hari ini bangeettt dinginnya,0.0,0.0,0.0,Yes
@YanHarahap @SBYudhoyono @jokowi Bicara gak pke data..hnya nyebarin Berta boong dr sumber media kadrun,0,bicara gak pke data hnya nyebarin berta boong dr sumber media kadrun,0.0,0.0,0.0,Yes
@Relawananies Karena dia manusia munafik kadrun yaman,0,karena dia manusia munafik kadrun yaman,0.0,0.0,0.0,Yes
@Naz_lira @ganjarpranowo Partai yang simbolnya Kabah tetapi mendukung orang yang hobinya nonton video porno.. #Mikir,0,lira partai yang simbolnya kabah tetapi mendukung orang yang hobinya nonton video porno mikir,0.0,0.0,0.0,Yes
@madmanansang64 @msaid_didu @ReflyHZ Kadrun memang lucu,0,didu kadrun memang lucu,0.0,0.0,0.0,Yes
@HelmiFelis_ Gitu emank pikirannya klu kadrun goblok otak sampah,0,gitu emank pikirannya klu kadrun goblok otak sampah,0.0,0.0,0.0,Yes
@OposisiCerdas Kadrun yang HALU. Cebong mah ketawa aja! ??,0,kadrun yang halu cebong mah ketawa aja,0.0,0.0,0.0,Yes
@Mdy_Asmara1701 Ogah.. gada doorprice nya,0,asmara ogah gada doorprice nya,0.0,0.0,0.0,Yes
@esti_upay @Relawananies Kadrun goblok loe,0,upay kadrun goblok loe,0.0,0.0,0.0,Yes
"@Obay_Kusut1981 Tanya rijik goblok, dia punya banyak koleksi. Pake nanya segala. Tolol main Tweet. https://t.co/LFq3tfaAu8",0,kusut tanya rijik goblok dia punya banyak koleksi pake nanya segala tolol main tweet,0.0,0.0,0.0,Yes
"@past_ramudeng @P3n99u94t PKI teriak PKI dasar kadrun begok permanen ??
FPI HTI itu pemberontak sama seperti PKI, ngaca lu drun kadrun ??",0,ramudeng pki teriak pki dasar kadrun begok permanen fpi hti itu pemberontak sama seperti pki ngaca lu drun kadrun,0.0,0.0,0.0,Yes
@Sukardi2017 wkwkk.....kadrun kontraknya ga lama kok.....kasian bidadarinya kelamaan nunggu,0,wkwkk kadrun kontraknya ga lama kok kasian bidadarinya kelamaan nunggu,0.0,0.0,0.0,Yes
"@islah_bahrawi Mantab.
Narasi dg analogi yg mudah diterima akal.
.
Gak tahu kalau akal kadrun, paham pa gak...",3,bahrawi mantab narasi dg analogi yg mudah diterima akal gak tahu kalau akal kadrun paham pa gak,0.0,0.0,0.0,Yes
@langitan99 Combro apa kentang rebus bang??,0,combro apa kentang rebus bang,0.0,0.0,0.0,Yes
@aina_alit Oke istirahat,0,alit oke istirahat,0.0,0.0,0.0,Yes
"@kba_news Kumpulan penjahat yg tidak punya otak.
.
Rakyat indonesia ditololin mereka",0,news kumpulan penjahat yg tidak punya otak rakyat indonesia ditololin mereka,0.0,0.0,0.0,Yes
@Affan79992133 @ch_chotimah2 ???? Kadrun hanya percaya 72 bidadari di surga,1,chotimah kadrun hanya percaya bidadari di surga,0.0,0.0,0.0,Yes
@ubinhasnanto1 @sahaL_AS Takbir https://t.co/nG8GyEOoQM,0,as takbir,0.0,0.0,0.0,Yes
"@logikapolitikid @ridwankamil @aniesbaswedan Ups sama...
Di group sekolah saya juga beredar hoax begini...

Kebencian dah membuat nalar kadrun ke titik nadir....
Hoax seperti ini sudah menjadi ""santapan rohani"" kaum kadrun ????????",1,ups sama di group sekolah saya juga beredar hoax begini kebencian dah membuat nalar kadrun ke titik nadir hoax seperti ini sudah menjadi santapan rohani kaum kadrun,0.144,0.0,-0.4939,Yes
"Kadrun willy kakau anggap pemetintah semena sena, tarik dong mentrinya krlyar dari pemerintah!! Jgn cuma bacot @NasDem @PemudaNasDem @suryapaloh18 ??????",0,kadrun willy kakau anggap pemetintah semena sena tarik dong mentrinya krlyar dari pemerintah jgn cuma bacot,0.0,0.0,0.0,Yes
@Miduk17 @Aryprasetyo85 @Metro_TV @ganjarpranowo @dewanpers @03__nakula @adearmando61 @al_lasan @Anak__Ogi @B3doel___ @bung_madin @GunRomli @ch_chotimah2 @DS_yantie @denni_sauya Dulu cenel ini dibenci kadrun sekarang di benci cebong ??,0,tv nakula lasan ogi madin chotimah yantie sauya dulu cenel ini dibenci kadrun sekarang di benci cebong,0.0,0.0,0.0,Yes
@yaniarsim @MUIPusat Kata ny kudran kadrun sama politik identitas trus jual ayat mayat sama gerobolan yaman dan anti pendatang bahkan ketua knpi anti pak ANIES trus sekarang lagi tempel imam istiqlal hadeeeh,0,kata ny kudran kadrun sama politik identitas trus jual ayat mayat sama gerobolan yaman dan anti pendatang bahkan ketua knpi anti pak anies trus sekarang lagi tempel imam istiqlal hadeeeh,0.141,0.0,-0.5574,Yes
@Mdy_Asmara1701 Yuk merapat ke maling mahoni.,0,asmara yuk merapat ke maling mahoni,0.0,0.0,0.0,Yes
"@Bambangmulyonoo @ReflyHZ Jika RH bilang begitu berarti Ganjar adalah yg terbaik.
.
RH itu otak cober4n",0,jika rh bilang begitu berarti ganjar adalah yg terbaik rh itu otak cobern,0.0,0.0,0.0,Yes
@Maudy_Kadrun boleh ke CBS,1,kadrun boleh ke cbs,0.0,0.0,0.0,Yes
@logikapolitikid @ridwankamil @aniesbaswedan Gila biadab dasar Gak pny pendidikan ya ini percuma blng sm Gubernur medsos sm2 KADRUN,0,gila biadab dasar gak pny pendidikan ya ini percuma blng sm gubernur medsos sm kadrun,0.0,0.0,0.0,Yes
@yunartowijaya Namanya juga se kadrun,0,namanya juga se kadrun,0.0,0.0,0.0,Yes
@logikapolitikid Panik si entit.... Postingan di buang semua.... ????????.... Kadrun dulu pendukung prabowo pindah ke @aniesbaswedan .......,0,panik si entit postingan di buang semua kadrun dulu pendukung prabowo pindah ke,0.0,0.0,0.0,Yes
@AgusYudhoyono Ini klo terlalu lama dekat capres.. bisanya hanya bernarasi sebuah gagasan utk merubah ide menjadi sebuah karya agar menghasilkan sebuah kesemakmuran yg dihasilkan dari mengolah ide dan gagasan dalam narasi sehingga gagasan narasi dan ide b,16,ini klo terlalu lama dekat capres bisanya hanya bernarasi sebuah gagasan utk merubah ide menjadi sebuah karya agar menghasilkan sebuah kesemakmuran yg dihasilkan dari mengolah ide dan gagasan dalam narasi sehingga gagasan narasi dan ide bisa menjadi satu hasil yaitu bualan,0.0,0.0,0.0,Yes
"Padahal ane sering banget direndahkan oleh kadrun.
Artinya ane lebih tinggi dong dari kadrun ?
Alhamdulillah ??????",3,padahal ane sering banget direndahkan oleh kadrun artinya ane lebih tinggi dong dari kadrun alhamdulillah,0.0,0.0,0.0,Yes
@yo2k71 @narkosun Kadrun lawan nya kirdun...,0,kadrun lawan nya kirdun,0.0,0.0,0.0,Yes
@PutriKindy Lha..emang dia kadrun kok,1,lha emang dia kadrun kok,0.0,0.0,0.0,Yes
@aniesbaswedan @PKSejahtera Bimtek aleg???Mungkin maksud anda adalah Bimtek Eleg,1,bimtek aleg mungkin maksud anda adalah bimtek eleg,0.0,0.0,0.0,Yes
"@MGhani39013315 @Bambangmulyonoo @aniesbaswedan Kalau bicara hutang ya dr dulu juga  ngutang .
.
Ini mah maling mahoni diusung dgn hutang piutang.
Itu pribadi dan mafia,,bukan urisan duit negara yg buat mmbangun.
.
Tolol",1,kalau bicara hutang ya dr dulu juga ngutang ini mah maling mahoni diusung dgn hutang piutang itu pribadi dan mafia bukan urisan duit negara yg buat mmbangun tolol,0.0,0.0,0.0,Yes
"@_riverheaven Buat kadrun yg namanya prestasi itu :
- Bakar ban dijalan ketika demo
- ngeBOM gereja
- membunuh polisi
- meruntuhkan pagar gedung DPR
- SILAHKAN TAMBAHIN..... https://t.co/2eATMPSO0t",1,riverheaven buat kadrun yg namanya prestasi itu bakar ban dijalan ketika demo ngebom gereja membunuh polisi meruntuhkan pagar gedung dpr silahkan tambahin,0.146,0.0,-0.5574,Yes
@ch_chotimah2 Sama saja dg yang suka ngatain kadrun tdk sesuai dg pancasila,0,chotimah sama saja dg yang suka ngatain kadrun tdk sesuai dg pancasila,0.0,0.0,0.0,Yes
@detikcom Vincent &gt; Desta,0,vincent gt desta,0.0,0.512,0.2732,No
Vincent&gt;Desta,0,vincent gt desta,0.0,0.512,0.2732,No
"Hai berhubung gw fans berat vincent desta dan semua yang udah terjadi gw masih syok parah, gw akan mute kata2 yg ada desta ya",0,hai berhubung gw fans berat vincent desta dan semua yang udah terjadi gw masih syok parah gw akan mute kata yg ada desta ya,0.0,0.0,0.0,No
"Tiket 200k dapet kaos,totebag,bunga mawar fresh,photocard,oil serum,eskopi (abis diminum pas acara) gak cuma nonton dikta aja,tp ada vincent,desta,dudy,eros.
Puas banget,ga nyesel lah ngeluarin 200rb buat me time.
Terima kasih ya Allah aku senang,tuman nonton konser dewekan. https://t.co/szvbRdmEbq",1,tiket k dapet kaos totebag bunga mawar fresh photocard oil serum eskopi abis diminum pas acara gak cuma nonton dikta aja tp ada vincent desta dudy eros puas banget ga nyesel lah ngeluarin rb buat me time terima kasih ya allah aku senang tuman nonton konser dewekan,0.0,0.049,0.3182,No
"@EIGHT1NY iya si betul tp ak ngeliatnya emang pure bercandaan laki doang, aku liatnya dia family man banget sesayang itu dia sama anak2 nya, kalo ampe beneran slingkuh ak siap nonton pergelutan vincent desta, krna vincent uda segitu terima kasih nya sama caca karna nyelametin desta TAU DEH",0,iya si betul tp ak ngeliatnya emang pure bercandaan laki doang aku liatnya dia family man banget sesayang itu dia sama anak nya kalo ampe beneran slingkuh ak siap nonton pergelutan vincent desta krna vincent uda segitu terima kasih nya sama caca karna nyelametin desta tau deh,0.0,0.0,0.0,No
@gomezners bio lo vindes tuh vincent desta…. gua kira artis barat fak,0,bio lo vindes tuh vincent desta gua kira artis barat fak,0.0,0.0,0.0,No
Kok ada yaa orang ngefans sama Vincent desta,1,kok ada yaa orang ngefans sama vincent desta,0.0,0.0,0.0,No
"definisi konser dikasih banyak bonus, nonton Masta bonus Vincent Desta sama Eross 🥲🥲🥹 https://t.co/qRx6mCFl3G",2,definisi konser dikasih banyak bonus nonton masta bonus vincent desta sama eross,0.0,0.412,0.7906,No
"Akhirnya bisa nonton Vincent Desta, di bonus Eross Chandra dan Dikta. https://t.co/R3yIAiZ8rz",1,akhirnya bisa nonton vincent desta di bonus eross chandra dan dikta,0.0,0.259,0.5423,No
@AlvChrist Bodohnya gua ngira vincent desta itu orang yg sama,0,bodohnya gua ngira vincent desta itu orang yg sama,0.0,0.0,0.0,No
"@mediocrickey @vincentrcrd Lu ga pernah nonton yutub ya, bang? Kok ga tau Vincent? Vincent mah sahabat Desta, acaranya aja sampe dinamain Vindes (Vincent Desta) ga mungkin kan Vindes (Vincent Deni siregar)?",0,lu ga pernah nonton yutub ya bang kok ga tau vincent vincent mah sahabat desta acaranya aja sampe dinamain vindes vincent desta ga mungkin kan vindes vincent deni siregar,0.0,0.0,0.0,No
"@bacodpublic @mediocrickey Soalnya gofar sendiri. Kalo desta ada tameng yg sgt kuat yaitu Vincent. Percaya deh kalo ga ada Vincent, Desta bukan siapa-siapa.",0,soalnya gofar sendiri kalo desta ada tameng yg sgt kuat yaitu vincent percaya deh kalo ga ada vincent desta bukan siapa siapa,0.0,0.0,0.0,No
Peaknya Vincent-Desta itu ya Tonight Show studio lama :),0,peaknya vincent desta itu ya tonight show studio lama,0.0,0.0,0.0,No
"@mediocrickey bonsernews.com/showbiz/479882… 

Aku mah mendoakan yg terbaik aja buat mereka dan mengenang momen-momen ini aja. Sebagai fans Tonight Show saya berterima kasih Vincent Desta udh bikin senyum. Caca jg makasih udh bikin hidup Desta lumayan terarah. :((",0,bonsernews com showbiz aku mah mendoakan yg terbaik aja buat mereka dan mengenang momen momen ini aja sebagai fans tonight show saya berterima kasih vincent desta udh bikin senyum caca jg makasih udh bikin hidup desta lumayan terarah,0.0,0.0,0.0,No
"Re-Tweet KERAS !!!
Tags :
BREAKING NEWS Pak Hary Tanoe Soedibjo FULL BOOKED Johnny G Plate Kemenkeu Natasha Rizki Vincent Desta Biaya Admin Botuna Desta Putri KW Caca JenKai
#SudirmanCup2023",0,re tweet keras tags breaking news pak hary tanoe soedibjo full booked johnny g plate kemenkeu natasha rizki vincent desta biaya admin botuna desta putri kw caca jenkai sudirmancup,0.0,0.0,0.0,No
Tag chris martin vincent desta natasha rizki caca botuna garuda muda hah beneran dapet breaking news fast x morgan cat 4 cat 5 biaya admin PA 212 32 tahun dino pink hair my my brand power jin coldplay argentina indonesia,0,tag chris martin vincent desta natasha rizki caca botuna garuda muda hah beneran dapet breaking news fast x morgan cat cat biaya admin pa tahun dino pink hair my my brand power jin coldplay argentina indonesia,0.0,0.0,0.0,No
"mimpi semobil sama Vincent Desta, trus Desta nyeritain alesan kenapa gugat cerai caca wkwkw",1,mimpi semobil sama vincent desta trus desta nyeritain alesan kenapa gugat cerai caca wkwkw,0.0,0.0,0.0,No
"Berkat Ganjar, Penghargaan Pembangunan Daerah (PPD) kembali diraih Provinsi Jawa Tengah di tahun ini.

#Vincent #Desta #Botuna #Cat8 https://t.co/FxmxFbHJan",5,berkat ganjar penghargaan pembangunan daerah ppd kembali diraih provinsi jawa tengah di tahun ini vincent desta botuna cat,0.0,0.0,0.0,No
chris martin vincent desta natasha rizki botuna garuda muda hah beneran dapet breaking news fast x morgan cat 4 cat 5 caca biaya admin 32 tahun dino pink hair my my brand power jin coldplay argentina indonesia,0,chris martin vincent desta natasha rizki botuna garuda muda hah beneran dapet breaking news fast x morgan cat cat caca biaya admin tahun dino pink hair my my brand power jin coldplay argentina indonesia,0.0,0.0,0.0,No
"Jennie Taehyung dating Taennie
Vincent desta natasha rizky botuna dapet caca morgan kaget komang chris Martin biaya admin 32 tahun   cat 3 212 fast x dino pink hair garuda muda breaking news argentina kaget Coldplay Indonesia",0,jennie taehyung dating taennie vincent desta natasha rizky botuna dapet caca morgan kaget komang chris martin biaya admin tahun cat fast x dino pink hair garuda muda breaking news argentina kaget coldplay indonesia,0.0,0.0,0.0,No
"@moodbosvter @sosmedkeras Enzy udah punya pacar. Kalau lu penggemar Tonight Show pasti tahu kalau Vincent, Desta sering mancing² Enzy buat spill pacarnya yang di Amerika",16,enzy udah punya pacar kalau lu penggemar tonight show pasti tahu kalau vincent desta sering mancing enzy buat spill pacarnya yang di amerika,0.0,0.0,0.0,No
"#vincent desta cerai natasha rizki atau natasha rizki cerai desta??..
Botuna(bocah tua nakal) https://t.co/EfAd3krQuv",1,vincent desta cerai natasha rizki atau natasha rizki cerai desta botuna bocah tua nakal,0.0,0.0,0.0,No
"Terimakasih kejaksaan telah menyelamatkan uang rakyat dari pencurian Johnny G Plate

PA 212 Fast X Natasha Rizki Morgan rizky ridho Vincent Desta https://t.co/8GfeZ50ZJs",0,terimakasih kejaksaan telah menyelamatkan uang rakyat dari pencurian johnny g plate pa fast x natasha rizki morgan rizky ridho vincent desta,0.0,0.0,0.0,No
"Komitmen pemerintah berantas korupsi tidak ada tooleransi

PA 212 Fast X Natasha Rizki Morgan rizky ridho Vincent Desta https://t.co/jYD9Wyhgxe",0,komitmen pemerintah berantas korupsi tidak ada tooleransi pa fast x natasha rizki morgan rizky ridho vincent desta,0.0,0.0,0.0,No
"Fakta dan bukti berbicara tidak ada kriminalisasi dalam kasus Johnny G plate

PA 212 Fast X Natasha Rizki Morgan rizky ridho Vincent Desta https://t.co/EheTH8LoBX",0,fakta dan bukti berbicara tidak ada kriminalisasi dalam kasus johnny g plate pa fast x natasha rizki morgan rizky ridho vincent desta,0.0,0.0,0.0,No
Padahal lagi sering seringnya nonton vincent desta 🥲,0,padahal lagi sering seringnya nonton vincent desta,0.0,0.0,0.0,No
"Semua kekeselan ini bermula dari bercanda Spontan Uhuy malah disautin ""Jokes Vincent Desta"" https://t.co/MDxILOBMTS",1,semua kekeselan ini bermula dari bercanda spontan uhuy malah disautin jokes vincent desta,0.0,0.143,0.25,No
"Duuuhhh ga sabar nonton aksi Om Tom Cruise... Mission Impossible.
Vincent Desta Morgan https://t.co/RovNCzPIxo",0,duuuhhh ga sabar nonton aksi om tom cruise mission impossible vincent desta morgan,0.0,0.0,0.0,No
Botuna 32 Tahun Kaget Biaya Admin Morgan Natasha Rizki Dapet marselino Fast X BREAKING NEWS PA 212 DINO PINK HAIR Jongkok Garuda Muda Cat 4 Real Madrid Cat 8 ZHANG HAI 1ST LOOK Cat 5 BRAND POWER JIN Vincent Desta Refresh #jeketiselcaday Manchester City,0,botuna tahun kaget biaya admin morgan natasha rizki dapet marselino fast x breaking news pa dino pink hair jongkok garuda muda cat real madrid cat zhang hai st look cat brand power jin vincent desta refresh jeketiselcaday manchester city,0.0,0.0,0.0,No
"Re-Tweet KERAS !!!
Tags :
BREAKING NEWS Pak Hary Tanoe Soedibjo FULL BOOKED Johnny G Plate Kemenkeu Natasha Rizki Vincent Desta Biaya Admin
#TabletRasaLaptop
#SEAGames2023",1,re tweet keras tags breaking news pak hary tanoe soedibjo full booked johnny g plate kemenkeu natasha rizki vincent desta biaya admin tabletrasalaptop seagames,0.0,0.0,0.0,No
"Pliss gue gabisa kalau udh maslaah nya tentang kluarga tonight show gini ni (vincent,desta, hesti, enzy)",1,pliss gue gabisa kalau udh maslaah nya tentang kluarga tonight show gini ni vincent desta hesti enzy,0.0,0.0,0.0,No
#Vincent #desta Bajingan..... https://t.co/CKaLgtg5ru,27,vincent desta bajingan,0.0,0.0,0.0,No
"Johnny G Plate tertangkap, akankah Surya paloh menepati janjinya membubarkan NasDem?!!

PA 212 Fast X Natasha Rizki Morgan rizky ridho Vincent Desta https://t.co/yZpCxLzmRQ",0,johnny g plate tertangkap akankah surya paloh menepati janjinya membubarkan nasdem pa fast x natasha rizki morgan rizky ridho vincent desta,0.0,0.0,0.0,No
"youtu.be/2sLdEOvmSQo

Vincent  Desta  Garuda Muda Fast X https://t.co/YHCEcmgv2Y",0,youtu be sldeovmsqo vincent desta garuda muda fast x,0.0,0.0,0.0,No
"youtu.be/UK_ov8F_XdM

PA 212 
Fast X
Garuda Muda 
Vincent 
Desta https://t.co/49kGnGBhwc",0,youtu be uk ov f xdm pa fast x garuda muda vincent desta,0.0,0.0,0.0,No
"Genjot Indeks Persepsi Korupsi, Pemerintah Tancap Gas Bersih-bersih Kementerian-Lembaga
akurat.co/genjot-indeks-…

PA 212 Fast X Natasha Rizki Morgan rizky ridho Vincent Desta",1,genjot indeks persepsi korupsi pemerintah tancap gas bersih bersih kementerian lembaga akurat co genjot indeks pa fast x natasha rizki morgan rizky ridho vincent desta,0.0,0.0,0.0,No
"Vincent desta natasha rizki dapet botuna morgan cat 8 kaget biaya admin fast x garuda muda pa 212 breaking news cat 4 cat 3 hogwarts kemenkeu christ martin akane sehun jongkok 

twitter.com/dumdummentai/s…",0,vincent desta natasha rizki dapet botuna morgan cat kaget biaya admin fast x garuda muda pa breaking news cat cat hogwarts kemenkeu christ martin akane sehun jongkok twitter com dumdummentai s,0.0,0.0,0.0,No
"Genjot Indeks Persepsi Korupsi, Pemerintah Tancap Gas Bersih-bersih Kementerian
kumparan.com/kumparannews/g…

PA 212 Fast X Natasha Rizki Morgan rizky ridho Vincent Desta",0,genjot indeks persepsi korupsi pemerintah tancap gas bersih bersih kementerian kumparan com kumparannews g pa fast x natasha rizki morgan rizky ridho vincent desta,0.0,0.0,0.0,No
"Plate Ditahan, Pemerintah Genjot Indeks Persepsi Korupsi dengan Bersih-bersih Kementerian Lembaga
wartakota.tribunnews.com/2023/05/17/pla…

PA 212 Fast X Natasha Rizki Morgan rizky ridho Vincent Desta",0,plate ditahan pemerintah genjot indeks persepsi korupsi dengan bersih bersih kementerian lembaga wartakota tribunnews com pla pa fast x natasha rizki morgan rizky ridho vincent desta,0.0,0.0,0.0,No
"@kitthns @txtdrimedia Yg bucin mah Vincent, desta biasa aja sih",13,yg bucin mah vincent desta biasa aja sih,0.0,0.0,0.0,No
"Vincent, Desta &amp; Natasha Rizki trending di Twitter... Tp ""nyampah"" komennya di IG mereka 😪",0,vincent desta amp natasha rizki trending di twitter tp nyampah komennya di ig mereka,0.0,0.0,0.0,No
"AQEELA DAILY - Kebun Binatang Mini Bogor youtu.be/ogoSUqY-jqU via @YouTube 

Vincent desta natasha rizky botuna dapet caca morgan kaget komang chris Martin biaya admin 32 tahun cat 8 cat 6 cat 4 cat 3 pa 212 fast x dino pink hair garuda muda hah beneran Coldplay Indonesia",1,aqeela daily kebun binatang mini bogor youtu be ogosuqy jqu via vincent desta natasha rizky botuna dapet caca morgan kaget komang chris martin biaya admin tahun cat cat cat cat pa fast x dino pink hair garuda muda hah beneran coldplay indonesia,0.0,0.0,0.0,No
Vincent desta natasha rizky caca morgan bisma rafael smash komang biaya admin 32 tahun cat 5 cat 6 cat 4 cat 3 pa 212 fast X dino pink hair garuda muda Indonesia Coldplay Chris Martin botuna dapet kaget marselino BRAND POWER JIN,15,vincent desta natasha rizky caca morgan bisma rafael smash komang biaya admin tahun cat cat cat cat pa fast x dino pink hair garuda muda indonesia coldplay chris martin botuna dapet kaget marselino brand power jin,0.0,0.0,0.0,No
"Resmikan Rumah Pembauran Kebangsaan Pertama Di Indonesia, Ganjar: Karena Kita Bersaudara

Vincent Desta Natasha Rizki Fast X Botuna Manchester City 32 Tahun Morgan Biaya Admin CAT 6 Garuda Muda Kaget Dapet PA 212 Real Madrid CAT 8 BREAKING NEWS CAT 3 https://t.co/lV21ayrlZ6",2,resmikan rumah pembauran kebangsaan pertama di indonesia ganjar karena kita bersaudara vincent desta natasha rizki fast x botuna manchester city tahun morgan biaya admin cat garuda muda kaget dapet pa real madrid cat breaking news cat,0.0,0.0,0.0,No
"Vincent Desta Breaking news 
Beli di Bukalapak lebih praktis dan aman 👍
bukalapak.com/p/rumah-tangga…",0,vincent desta breaking news beli di bukalapak lebih praktis dan aman bukalapak com p rumah tangga,0.0,0.0,0.0,No
"Pak Ganjar Terbaik Untuk Indonesia.. Rakyat Siap Mendukung

Vincent Desta Natasha Rizki Fast X Botuna Manchester City 32 Tahun Morgan Biaya Admin CAT 6 Garuda Muda Kaget Dapet PA 212 Real Madrid CAT 8 BREAKING NEWS CAT 3 https://t.co/M2M5bygYU9",9,pak ganjar terbaik untuk indonesia rakyat siap mendukung vincent desta natasha rizki fast x botuna manchester city tahun morgan biaya admin cat garuda muda kaget dapet pa real madrid cat breaking news cat,0.0,0.0,0.0,No
"Vincent Desta Natasha Rizki cat 8 botuna mabuk capt Morgan dg gaya doggy, ada yg bisa memuaskan hasrat..? #vcs
#anakuniqlo https://t.co/WLbKNchePG",9,vincent desta natasha rizki cat botuna mabuk capt morgan dg gaya doggy ada yg bisa memuaskan hasrat vcs anakuniqlo,0.0,0.0,0.0,No
t. vincent desta natasha rizki botuna cat 6 dapet 32 tahun fast x cat 8 cat 3 morgan garuda muda kaget pa 212 biaya admin seungkwan dino pink hair  cat 4 cat 5 komang niki wts wts wasit timnas headsets alhamdulillah ya allah kejagung run to you dapet lee jeno thank you,29,t vincent desta natasha rizki botuna cat dapet tahun fast x cat cat morgan garuda muda kaget pa biaya admin seungkwan dino pink hair cat cat komang niki wts wts wasit timnas headsets alhamdulillah ya allah kejagung run to you dapet lee jeno thank you,0.0,0.056,0.3612,No
"Temukan KADONIO Kipas Angin Mini Portable USB Cas Karakter Dapat Digunakan Sebagai Dudukan Ponsel KL-FN20 dengan potongan 80%! Hanya Rp15.900  shope.ee/8A0nnyBsq8?sha… #ShopeeID
Morgan Vincent Desta ""FULL BOOKED"" Botuna https://t.co/juk1y8vqYF",0,temukan kadonio kipas angin mini portable usb cas karakter dapat digunakan sebagai dudukan ponsel kl fn dengan potongan hanya rp shope ee a nnybsq sha shopeeid morgan vincent desta full booked botuna,0.0,0.0,0.0,No
"Vincent desta morgan natasha botuna
Piknik aja drpada stres dan berakhir cerai
Magelang-jogja ready manut selalu 🚀🚖 https://t.co/Gk7W9PrU0J",0,vincent desta morgan natasha botuna piknik aja drpada stres dan berakhir cerai magelang jogja ready manut selalu,0.0,0.135,0.3612,No
"chris martin vincent desta natasha rizki botuna garuda muda hah beneran kaget dapet breaking news fast x morgan morgan cat 5 caca biaya admin 32 tahun dino pink hair my my brand power jin coldplay argentina indonesia garuda muda

shope.ee/4pkKDzmVal
https://t.co/tN5sbdAV0P",47,chris martin vincent desta natasha rizki botuna garuda muda hah beneran kaget dapet breaking news fast x morgan morgan cat caca biaya admin tahun dino pink hair my my brand power jin coldplay argentina indonesia garuda muda shope ee pkkdzmval,0.0,0.0,0.0,No
